max,min,mean,sd,rms,skewness,kurtosis,crest,form,fault
0.92877245,-0.99999774,5.529728e-10,0.33637714,0.33637714,-0.076187864,-0.4399345,2.972838,1.2192281,Ball
0.88787377,-0.9999982,-1.0477379e-09,0.34615332,0.34615332,-0.016941957,-0.51893663,2.8888798,1.2203565,Ball
0.99999845,-0.9995425,1.0477379e-09,0.269328,0.269328,-0.10233199,0.69537187,3.7129252,1.2957364,Ball
0.9785171,-0.99999833,4.656613e-10,0.27492493,0.27492493,-0.038890097,0.8319607,3.637337,1.2843705,Ball
0.9428877,-0.99999857,-3.2014214e-09,0.31686535,0.31686535,-0.022648782,-0.04469943,3.1559,1.2594537,Ball
0.99999934,-0.9956438,2.2992026e-09,0.32078853,0.32078853,0.028358819,0.86935925,3.1173065,1.3596094,Ball
0.99999917,-0.8782443,2.8521754e-09,0.2767742,0.2767742,-0.00940418,0.17759776,3.6130373,1.2730272,Ball
0.9716047,-0.99999887,-3.2305252e-09,0.30878416,0.30878416,-0.027658807,0.29949737,3.238494,1.2931598,Ball
0.99999803,-0.91097635,4.0745363e-09,0.3457817,0.3457817,0.056749497,-0.48920512,2.8919837,1.2212582,Ball
0.9999982,-0.88108826,-2.4447218e-09,0.2919663,0.2919663,0.008408254,-0.020071268,3.425035,1.2472776,Ball
0.9999982,-0.9873452,-3.4924597e-09,0.33803177,0.33803177,0.026034558,-0.1480918,2.9582877,1.2551516,Ball
0.8870253,-0.9999982,-8.1490725e-10,0.30886155,0.30886155,-0.012913235,-0.16680026,3.2376802,1.2298393,Ball
0.9376822,-0.9999983,-8.1490725e-10,0.29045075,0.29045075,-0.059066296,0.46816278,3.4429066,1.277768,Ball
0.99999785,-0.93831784,2.4447218e-09,0.3883371,0.3883371,0.0068913265,-0.8016503,2.5750701,1.1931137,Ball
0.99999833,-0.83447653,8.1490725e-10,0.2789767,0.2789767,0.03741194,-0.064754486,3.5845096,1.254016,Ball
0.99999833,-0.9946893,1.8044375e-09,0.31649423,0.31649423,0.051953517,0.22384071,3.1596,1.2833271,Ball
0.9788672,-0.9999982,-1.0477379e-09,0.32293427,0.32293427,-0.016788537,0.10413742,3.09659,1.2703737,Ball
0.9999981,-0.9951164,-3.6670826e-09,0.30900902,0.30900902,-0.008904198,0.06337261,3.2361348,1.2711349,Ball
0.9999984,-0.95148206,-3.5506673e-09,0.33459198,0.33459198,0.03479863,-0.38426566,2.9887009,1.2223542,Ball
0.9999985,-0.9666339,-3.958121e-09,0.24783663,0.24783663,-0.08902183,0.60041976,4.0348935,1.274301,Ball
0.99999833,-0.91428125,-3.0267984e-09,0.29465294,0.29465294,0.066637784,-0.039467335,3.393806,1.2425209,Ball
0.9999978,-0.9691471,-4.48199e-09,0.37392345,0.37392345,-0.024623325,-0.6216316,2.674331,1.2007781,Ball
0.9176837,-0.9999978,-2.3283064e-10,0.2985883,0.2985883,-0.015954077,-0.04610896,3.3490741,1.2501708,Ball
0.99999845,-0.8491275,-2.0372681e-09,0.27210844,0.27210844,0.016482135,-0.16925359,3.6749861,1.2431966,Ball
0.9999986,-0.9651913,1.1641532e-09,0.29356235,0.29356235,0.023691226,-0.11390686,3.406415,1.2443463,Ball
0.9999994,-0.9589679,-3.4924597e-10,0.31274444,0.31274444,0.022650158,0.521451,3.1974866,1.3461337,Ball
0.9999995,-0.92037195,-7.566996e-10,0.18801561,0.18801561,0.021893114,4.8981056,5.3186765,1.4559462,Ball
0.9999992,-0.95861787,2.7939677e-09,0.30617172,0.30617172,-0.011797046,0.0805347,3.2661276,1.2601696,Ball
0.9999992,-0.9457106,2.3283064e-10,0.21093994,0.21093994,0.075953685,3.1408544,4.7406597,1.3919401,Ball
0.9999983,-0.9707898,-2.4592737e-09,0.31221274,0.31221274,0.11430785,0.17188191,3.2029283,1.2748642,Ball
0.9999981,-0.9971063,4.8894435e-09,0.31793714,0.31793714,0.082803994,-0.5561588,3.1452599,1.198702,Ball
0.9999986,-0.90342605,-1.1641532e-10,0.28922787,0.28922787,0.036553465,0.5728824,3.4574647,1.3085309,Ball
0.89869535,-0.9999983,1.6880222e-09,0.31514084,0.31514084,-0.019050844,-0.25273418,3.1731687,1.2382426,Ball
0.99999815,-0.86363965,-6.9849193e-10,0.32758728,0.32758728,0.046912577,-0.43800783,3.0526066,1.2078401,Ball
0.95454717,-0.99999833,1.3969839e-09,0.3163741,0.3163741,0.0746851,-0.018194437,3.1607997,1.2543532,Ball
0.9999982,-0.7842157,-1.8626451e-09,0.28820178,0.28820178,0.03938142,-0.32392287,3.4697728,1.2389317,Ball
0.9999985,-0.9797096,-2.5029294e-09,0.30878502,0.30878502,0.08560921,0.3082006,3.2384837,1.2862415,Ball
0.9899683,-0.9999977,-5.7043508e-09,0.36433262,0.36433262,0.017286522,-0.47817945,2.7447307,1.2234855,Ball
0.9999979,-0.95086145,1.8626451e-09,0.3778886,0.3778886,0.024429532,-0.65416,2.64627,1.2107728,Ball
0.99999857,-0.83895713,-1.4842954e-09,0.26441512,0.26441512,0.06894958,0.5912988,3.781912,1.2813224,Ball
0.99999845,-0.9173736,2.3283064e-10,0.28476742,0.28476742,0.016348984,-0.25162172,3.5116198,1.2356536,Ball
0.9999979,-0.9874684,-3.7252903e-09,0.3461974,0.3461974,0.021223813,-0.02507329,2.888511,1.262311,Ball
0.90478224,-0.9999982,-4.598405e-09,0.31726015,0.31726015,0.022864616,-0.34143686,3.1519718,1.2237718,Ball
0.9084523,-0.9999979,-1.1641532e-10,0.3212158,0.3212158,-0.054166835,-0.10652757,3.1131556,1.2539494,Ball
0.99999917,-0.97279465,2.2118911e-09,0.24797435,0.24797435,0.06836864,0.9734545,4.0326557,1.3063803,Ball
0.89609164,-0.99999934,-2.7939677e-09,0.2995293,0.2995293,-0.008775616,-0.06802225,3.338558,1.250847,Ball
0.9999994,-0.9992811,-5.2386895e-10,0.21770613,0.21770613,0.042885296,3.2138314,4.593324,1.4496888,Ball
0.9999981,-0.955587,-9.895302e-10,0.30709955,0.30709955,0.029504094,0.03957653,3.256256,1.2419047,Ball
0.9447588,-0.99999833,0.0,0.294228,0.294228,0.028229963,-0.068740845,3.3987076,1.2529926,Ball
0.7905838,-0.99999833,3.0267984e-09,0.27657735,0.27657735,-0.0074008508,-0.2453239,3.6156058,1.2358276,Ball
0.9999983,-0.8559818,-4.656613e-10,0.3041105,0.3041105,0.030501382,0.043992758,3.288262,1.2758455,Ball
0.9858834,-0.9999979,2.561137e-09,0.34771794,0.34771794,0.014643947,-0.4977634,2.8758798,1.2209182,Ball
0.88524234,-0.9999982,-4.0745363e-09,0.316496,0.316496,-0.027557487,-0.11744547,3.1595817,1.2610655,Ball
0.9999983,-0.98754054,-2.910383e-09,0.30349323,0.30349323,0.10285486,0.13601804,3.2949498,1.250112,Ball
0.9999983,-0.9359892,-2.910383e-10,0.34557483,0.34557483,0.09141363,-0.044295073,2.8937159,1.2539864,Ball
0.9999982,-0.98335814,1.1059456e-09,0.29834047,0.29834047,0.018607784,-0.08659744,3.3518577,1.2383265,Ball
0.98982936,-0.99999833,-1.1641532e-09,0.28657874,0.28657874,0.05722011,0.43789673,3.4894242,1.2832793,Ball
0.999998,-0.9894718,-1.2805685e-09,0.36497122,0.36497122,0.07168535,-0.46381164,2.739929,1.2198182,Ball
0.9861054,-0.99999803,1.9790605e-09,0.3267749,0.3267749,-0.059777867,-0.23070955,3.0601952,1.2417761,Ball
0.993639,-0.9999982,1.1641532e-10,0.3132574,0.3132574,-0.03516871,-0.43588877,3.192247,1.2206688,Ball
0.8875932,-0.99999845,-2.0372681e-09,0.25643462,0.25643462,-0.08198698,0.60606074,3.8996081,1.2863191,Ball
0.8183335,-0.9999985,-5.2386895e-09,0.295861,0.295861,-0.0030815075,-0.3013072,3.3799489,1.2243794,Ball
0.99999803,-0.88035834,3.1432137e-09,0.3212964,0.3212964,0.048684757,-0.14149714,3.112375,1.2570103,Ball
0.87249017,-0.99999857,-2.910383e-10,0.24168916,0.24168916,-0.027339157,1.169939,4.1375227,1.3084123,Ball
0.97398555,-0.99999833,4.8894435e-09,0.31206277,0.31206277,0.008537471,0.4728124,3.2044678,1.2933507,Ball
0.9999983,-0.95876604,1.1641532e-09,0.29800013,0.29800013,0.06409118,0.21362782,3.355686,1.2683139,Ball
0.9999982,-0.9540694,-4.656613e-10,0.3086113,0.3086113,0.06125683,-0.13210154,3.2403057,1.2386302,Ball
0.99999785,-0.99018574,1.1641532e-09,0.38415045,0.38415045,-0.0145935705,-0.5950439,2.6031344,1.2084566,Ball
0.9999981,-0.9822698,-9.895302e-10,0.3568542,0.3568542,-0.020763101,-0.3845427,2.8022516,1.2206628,Ball
0.999734,-0.9999983,1.5133992e-09,0.33058694,0.33058694,-0.09169785,-0.11528754,3.0249083,1.2513276,Ball
0.9999981,-0.9307171,5.820766e-11,0.32300818,0.32300818,-0.018213464,-0.29364848,3.0958812,1.2209159,Ball
0.9999982,-0.94023883,3.259629e-09,0.318725,0.318725,-0.04769634,-0.27668142,3.1374855,1.2369146,Ball
0.8906496,-0.99999803,3.0267984e-09,0.31660667,0.31660667,-0.037440345,-0.15425968,3.1584768,1.257172,Ball
0.81885254,-0.99999833,-2.7066562e-09,0.2933817,0.2933817,-0.0072880667,-0.14786339,3.4085116,1.2635332,Ball
0.99478817,-0.999998,1.1641532e-10,0.38334194,0.38334194,0.029596813,-0.53163743,2.608625,1.2117461,Ball
0.9999977,-0.94814986,1.5133992e-09,0.33312142,0.33312142,-0.0428353,-0.3684199,3.0018923,1.2277727,Ball
0.984107,-0.99999833,1.6298145e-09,0.32360986,0.32360986,-0.014534637,0.35700607,3.0901258,1.2899151,Ball
0.99507946,-0.9999979,-4.8894435e-09,0.36429536,0.36429536,0.00065467606,-0.36938477,2.745012,1.2392043,Ball
0.99999845,-0.95775473,-2.764864e-09,0.26226115,0.26226115,0.0429962,0.28897548,3.8129725,1.2477756,Ball
0.9999983,-0.9945904,-2.0954758e-09,0.33184367,0.33184367,0.02639016,-0.34666348,3.0134528,1.2254146,Ball
0.9800837,-0.99999803,-9.313226e-10,0.34202507,0.34202507,-0.054797716,-0.23879886,2.9237478,1.2429321,Ball
0.8222639,-0.9999983,1.6298145e-09,0.28748158,0.28748158,-0.11874524,-0.1977272,3.4784656,1.2297559,Ball
0.9999985,-0.8632684,4.0745363e-10,0.26743507,0.26743507,0.0015475939,0.20965576,3.7392056,1.2790375,Ball
0.99999785,-0.9077064,-3.1432137e-09,0.3294997,0.3294997,-0.030089846,-0.21641159,3.0348883,1.2435336,Ball
0.9999985,-0.9130483,-1.717126e-09,0.25625739,0.25625739,0.008259678,0.09622526,3.9023054,1.2446351,Ball
0.9999981,-0.9920672,-2.561137e-09,0.35269853,0.35269853,-0.0642188,-0.26592135,2.835269,1.2459989,Ball
0.9999982,-0.99556917,-3.3760443e-09,0.31944013,0.31944013,-0.007895367,-0.22247696,3.1304615,1.2417089,Ball
0.9999979,-0.85794586,-4.773028e-09,0.3413485,0.3413485,0.045246165,-0.52515244,2.9295425,1.2103633,Ball
0.96882313,-0.9999984,1.2223609e-09,0.2929697,0.2929697,-0.13161199,0.30784106,3.4133048,1.2759835,Ball
0.99999833,-0.902813,-3.4924597e-09,0.29994315,0.29994315,-0.005620415,0.036586285,3.3339484,1.252875,Ball
0.9999981,-0.97711986,2.6775524e-09,0.31057912,0.31057912,-0.096331894,-0.012628555,3.2197747,1.2539154,Ball
0.8095751,-0.9999987,-1.0477379e-09,0.24492918,0.24492918,-0.084368594,0.23963523,4.082791,1.2647551,Ball
0.99999833,-0.8796978,1.6298145e-09,0.27456644,0.27456644,0.08383472,0.016947985,3.6420863,1.2559637,Ball
0.92527443,-0.9999984,-3.4924597e-10,0.26456234,0.26456234,-0.13595383,0.64592695,3.7798069,1.3035523,Ball
0.9999985,-0.86723566,-1.2805685e-09,0.27822796,0.27822796,-0.0027164896,-0.16592932,3.5941567,1.2333598,Ball
0.8796916,-0.99999833,4.656613e-09,0.2746816,0.2746816,0.0022282833,0.009174585,3.6405592,1.2616293,Ball
0.9116247,-0.9999983,0.0,0.31346565,0.31346565,-0.07290607,0.17867923,3.1901264,1.2576727,Ball
0.89779764,-0.99999833,1.0477379e-09,0.30971608,0.30971608,-0.0781561,-0.08827281,3.2287476,1.2462568,Ball
0.9999979,-0.9799668,3.1432137e-09,0.365106,0.365106,-0.043998573,-0.45681405,2.7389174,1.2211905,Ball
0.9330363,-0.9999984,2.0954758e-09,0.23698036,0.23698036,-0.09323503,0.7745569,4.219734,1.2982703,Ball
0.89605373,-0.99999833,-7.566996e-10,0.3353633,0.3353633,-0.042100612,-0.44177938,2.981827,1.2176672,Ball
0.982806,-0.9999981,2.2992026e-09,0.3261268,0.3261268,-0.10713977,-0.3704779,3.0662766,1.2264262,Ball
0.9999982,-0.9859984,3.434252e-09,0.2815073,0.2815073,-0.0341819,0.6634865,3.5522864,1.2819027,Ball
0.999998,-0.9571702,2.910383e-09,0.39628097,0.39628097,0.00031786104,-0.55027866,2.5234504,1.2231168,Ball
0.95420635,-0.99999833,-3.4924597e-10,0.30759463,0.30759463,-0.0147343185,-0.21042919,3.251016,1.2398263,Ball
0.9133683,-0.9999985,-1.5716068e-09,0.26771256,0.26771256,-0.06236102,0.64552665,3.7353299,1.283031,Ball
0.87021923,-0.99999833,-3.1432137e-09,0.29712415,0.29712415,-0.043869123,-0.1330502,3.3655794,1.2430184,Ball
0.99999785,-0.97246873,-1.1641532e-10,0.3306699,0.3306699,-0.014646667,-0.39575315,3.0241482,1.2264979,Ball
0.9305613,-0.99999845,2.3283064e-10,0.312173,0.312173,-0.024641404,-0.18621111,3.2033365,1.2548163,Ball
0.99999803,-0.9975988,3.434252e-09,0.31852853,0.31852853,-0.036493175,-0.314754,3.13942,1.2339742,Ball
0.92527443,-0.9999982,-3.7252903e-09,0.32045045,0.32045045,-0.13151579,-0.026734352,3.1205919,1.2650937,Ball
0.78296566,-0.99999845,2.2118911e-09,0.27926525,0.27926525,-0.015726293,-0.3647759,3.5808065,1.2293376,Ball
0.999998,-0.8765206,-8.1490725e-10,0.33273083,0.33273083,0.091320395,-0.34431863,3.005417,1.2290014,Ball
0.99999857,-0.90650725,-1.5716068e-09,0.22821595,0.22821595,-0.013314889,1.1156626,4.381789,1.2985604,Ball
0.8422222,-0.9999982,-2.6775524e-09,0.27075619,0.27075619,-0.04398253,0.14517975,3.6933393,1.2606716,Ball
0.98242414,-0.9999988,-4.0745363e-10,0.25722766,0.25722766,-0.010516038,0.96768665,3.8875868,1.3041259,Ball
0.9777338,-0.99999803,-4.7148205e-09,0.34656197,0.34656197,0.008410961,-0.2446692,2.8854728,1.240243,Ball
0.95616,-0.9999981,-1.1641532e-09,0.30293244,0.30293244,-0.059360784,0.12410331,3.3010488,1.2559859,Ball
0.8196406,-0.9999987,-2.0372681e-09,0.26920396,0.26920396,-0.027453788,0.13712263,3.7146368,1.2538704,Ball
0.93732226,-0.99999785,-3.4924597e-09,0.32627377,0.32627377,-0.039571706,-0.13990211,3.0648947,1.2421929,Ball
0.9999981,-0.9753305,-9.313226e-10,0.31951928,0.31951928,-0.0769467,-0.18993187,3.1296856,1.2334633,Ball
0.99999833,-0.8825961,-1.5133992e-09,0.31587166,0.31587166,-0.027380342,-0.34454513,3.1658273,1.215109,Ball
0.98337746,-0.999998,-1.5133992e-09,0.29347306,0.29347306,-0.01204528,0.34818482,3.407449,1.2671957,Ball
0.9935238,-0.99999833,2.3283064e-10,0.31515405,0.31515405,-0.025153428,0.012965918,3.1730359,1.2415227,Ball
0.99999785,-0.9139834,2.0954758e-09,0.3648033,0.3648033,0.05149842,-0.38417506,2.7411897,1.2317297,Ball
0.9594623,-0.9999982,4.4237822e-09,0.31154707,0.31154707,0.0006514117,0.07020879,3.2097716,1.2671353,Ball
0.83096486,-0.9999984,-1.0186341e-09,0.31414238,0.31414238,-0.033725694,-0.41014767,3.1832547,1.2188317,Ball
0.9999983,-0.9497669,2.2118911e-09,0.3021791,0.3021791,-0.0027935,0.3972075,3.309279,1.3062588,Ball
0.99999833,-0.8395226,-6.9849193e-10,0.28148475,0.28148475,-0.0058607943,0.15890574,3.5525715,1.2531614,Ball
0.99999803,-0.9086895,1.7462298e-09,0.2934699,0.2934699,0.066592455,0.24260235,3.407486,1.2786651,Ball
0.9273494,-0.9999982,5.2386895e-09,0.32771116,0.32771116,-0.021736922,-0.13855004,3.0514526,1.2533159,Ball
0.9999981,-0.9546051,-3.3178367e-09,0.33070275,0.33070275,-0.023312397,-0.36181903,3.0238485,1.2167236,Ball
0.9631352,-0.999998,3.958121e-09,0.3319896,0.3319896,-0.0177271,-0.20892525,3.0121274,1.2410367,Ball
0.9849027,-0.9999984,-2.0954758e-09,0.2967608,0.2967608,0.022886526,-0.21211362,3.3697004,1.2339512,Ball
0.9310694,-0.9999981,3.958121e-09,0.32396263,0.32396263,-0.051438753,-0.31913972,3.0867603,1.2323697,Ball
0.9816817,-0.99999815,-2.73576e-09,0.33184937,0.33184937,-0.014569608,0.12095809,3.0134006,1.2757812,Ball
0.9041803,-0.99999785,-8.1490725e-10,0.3731871,0.3731871,-0.012202775,-0.47490644,2.679608,1.2222799,Ball
0.99999833,-0.84837425,6.9849193e-10,0.26494718,0.26494718,0.043844946,0.16101623,3.7743165,1.2595378,Ball
0.9999983,-0.9446417,3.8999133e-09,0.31367362,0.31367362,-0.0023408635,-0.039124966,3.1880114,1.2579341,Ball
0.8563872,-0.9999982,-2.6775524e-09,0.3260356,0.3260356,-0.050579533,-0.16447449,3.0671349,1.2520263,Ball
0.9374247,-0.9999981,-1.7462298e-09,0.33518812,0.33518812,-0.0007047535,-0.23147202,2.9833846,1.2551125,Ball
0.984541,-0.9999982,5.529728e-10,0.32748154,0.32748154,-0.016517688,-0.17849064,3.0535924,1.2481738,Ball
0.9999993,-0.9922239,-8.731149e-10,0.2513223,0.2513223,0.027301768,1.5739999,3.9789357,1.3354278,Ball
0.99999934,-0.9722655,-4.656613e-10,0.23925228,0.23925228,-0.0016248894,2.122724,4.1796684,1.3154193,Ball
0.93850887,-0.99999964,-1.7462298e-09,0.23715775,0.23715775,0.0041801594,1.9017372,4.2165833,1.4520767,Ball
0.9315808,-0.9999996,-1.4406396e-09,0.2319542,0.2319542,0.009866371,1.2993217,4.3111753,1.3139364,Ball
0.99999946,-0.9449813,4.656613e-10,0.20008774,0.20008774,0.01331035,3.6242013,4.99778,1.4069172,Ball
0.9999981,-0.9775766,3.4633558e-09,0.34562412,0.34562412,-0.011443529,-0.37379885,2.8933027,1.2266902,Ball
0.9999982,-0.9777852,-4.656613e-10,0.2820408,0.2820408,0.104052775,0.13049865,3.5455673,1.2557522,Ball
0.99999803,-0.9056815,1.6880222e-09,0.332716,0.332716,0.055896904,-0.39936185,3.0055513,1.2253089,Ball
0.965106,-0.9999979,-3.5797711e-09,0.33431703,0.33431703,-0.02029614,-0.3640957,2.9911575,1.2140127,Ball
0.9806707,-0.99999857,-1.4260877e-09,0.2763551,0.2763551,0.017765379,0.3300159,3.6185145,1.2770917,Ball
0.9999983,-0.89536697,2.2700988e-09,0.28602824,0.28602824,-0.020710338,-0.19771099,3.49614,1.2377735,Ball
0.99008656,-0.9999984,-1.8335413e-09,0.3067502,0.3067502,0.049625073,0.048772573,3.2599654,1.2638005,Ball
0.88217574,-0.9999981,-2.561137e-09,0.3162328,0.3162328,-0.056964256,-0.07128644,3.1622112,1.2547964,Ball
0.99999845,-0.8693772,-2.764864e-09,0.29158112,0.29158112,0.055579323,-0.10883856,3.42956,1.2288823,Ball
0.9999979,-0.87209994,-1.9790605e-09,0.35003674,0.35003674,0.015662657,-0.49467397,2.8568287,1.2280774,Ball
0.9753918,-0.9999979,-2.924935e-09,0.3519208,0.3519208,0.019605111,-0.28847075,2.8415341,1.2416625,Ball
0.9999979,-0.9967152,1.4551915e-09,0.36789665,0.36789665,0.05001769,-0.31928062,2.7181416,1.239871,Ball
0.9999982,-0.9770725,2.73576e-09,0.34872964,0.34872964,0.022319466,-0.324373,2.8675375,1.2476839,Ball
0.999998,-0.9999558,-3.259629e-09,0.33467096,0.33467096,0.020847175,-0.05163288,2.9879944,1.242422,Ball
0.96361953,-0.99999845,1.3969839e-09,0.28030443,0.28030443,0.06743964,0.86530733,3.5675313,1.3015914,Ball
0.9999982,-0.92854756,1.6298145e-09,0.30374146,0.30374146,0.039381072,-0.088513136,3.2922568,1.2465787,Ball
0.9999994,-0.9803763,8.731149e-11,0.18363458,0.18363458,-0.09890002,4.770983,5.4455647,1.4433966,IR
0.94771117,-0.99999934,-4.656613e-10,0.20983672,0.20983672,-0.15229642,3.8462996,4.7655845,1.4662249,IR
0.9999994,-0.9151357,-5.820766e-11,0.17347759,0.17347759,-0.109702766,4.9475994,5.7643967,1.476902,IR
0.99999934,-0.8391792,-1.5133992e-09,0.19554709,0.19554709,0.21264797,4.414075,5.113828,1.4708405,IR
0.99999934,-0.8724349,-1.5133992e-09,0.18014869,0.18014869,-0.06566415,4.5729365,5.5509357,1.4716265,IR
0.83014023,-0.99999934,-6.693881e-10,0.19126838,0.19126838,-0.21759906,4.2257504,5.2282248,1.479191,IR
0.99999934,-0.9357658,1.0768417e-09,0.18119653,0.18119653,0.019606264,4.5716815,5.5188355,1.4599904,IR
0.9999993,-0.9454547,3.783498e-10,0.22726677,0.22726677,0.14677386,3.6537223,4.4000926,1.4664111,IR
0.9999994,-0.9406644,2.0372681e-10,0.17157303,0.17157303,-0.104092784,5.0685472,5.8283844,1.4484736,IR
0.9999993,-0.99835116,-1.4551915e-10,0.2103867,0.2103867,-0.14648454,4.0502534,4.753126,1.4755292,IR
0.9999994,-0.965294,8.1490725e-10,0.17878269,0.17878269,-0.08300615,5.01404,5.593348,1.4647069,IR
0.99999934,-0.9015744,4.0745363e-10,0.1981145,0.1981145,0.14160982,3.9703655,5.0475574,1.4665328,IR
0.99999934,-0.9981573,1.0477379e-09,0.1865582,0.1865582,-0.25960752,5.0796375,5.360225,1.4994879,IR
0.9604755,-0.9999993,-1.3242243e-09,0.21053384,0.21053384,-0.19688828,4.0349035,4.7498045,1.4625354,IR
0.99999934,-0.91296595,4.3655746e-10,0.18272611,0.18272611,-0.1376889,4.641877,5.472638,1.4676802,IR
0.9999993,-0.88471067,4.656613e-10,0.21529442,0.21529442,0.1893765,4.0453568,4.6447773,1.475232,IR
0.9999994,-0.9565733,-7.2759576e-10,0.180182,0.180182,-0.21827215,5.0961285,5.54991,1.4770911,IR
0.99999934,-0.95243233,-8.440111e-10,0.19757403,0.19757403,-0.010048073,4.17446,5.061365,1.4471442,IR
0.99999934,-0.965196,6.4028427e-10,0.1895257,0.1895257,0.12300596,4.5502048,5.276298,1.4696366,IR
0.9999993,-0.9571195,-3.2014214e-10,0.20999612,0.20999612,-0.10108241,3.8926587,4.7619667,1.461491,IR
0.95288587,-0.99999934,-3.4924597e-10,0.18552046,0.18552046,-0.24827257,4.917596,5.3902087,1.4836648,IR
0.9999993,-0.8591784,-2.0372681e-09,0.19978897,0.19978897,-0.14329699,3.9275432,5.005253,1.4561596,IR
0.9999994,-0.95083076,8.440111e-10,0.19167148,0.19167148,0.15802671,5.1416006,5.2172303,1.4982558,IR
0.99999934,-0.85893697,-2.0081643e-09,0.18949308,0.18949308,0.033940047,4.086025,5.2772064,1.452161,IR
0.9999994,-0.83849657,-1.4551915e-09,0.17370668,0.17370668,-0.1800532,5.0167446,5.7567945,1.4726015,IR
0.9999993,-0.9898181,-5.2386895e-10,0.21125253,0.21125253,-0.07479708,3.8810835,4.7336454,1.4309446,IR
0.99999934,-0.93441606,-3.4924597e-10,0.19892997,0.19892997,0.05406643,4.304283,5.0268664,1.4779596,IR
0.9999993,-0.984139,1.0477379e-09,0.20918599,0.20918599,-0.20487489,3.9043112,4.780409,1.4452987,IR
0.91347116,-0.99999934,-8.440111e-10,0.1894168,0.1894168,-0.30545735,4.8981905,5.2793317,1.4806387,IR
0.88725245,-0.99999934,8.1490725e-10,0.19047986,0.19047986,-0.2750091,4.8045435,5.249868,1.4748862,IR
0.99999934,-0.99178785,-2.1536835e-09,0.20181923,0.20181923,0.08138882,4.593877,4.9549017,1.4856025,IR
0.9999993,-0.88432103,3.2014214e-10,0.20154597,0.20154597,-0.045742363,3.7449942,4.961619,1.4469069,IR
0.9999994,-0.9471134,-8.731149e-10,0.1867472,0.1867472,-0.25747868,4.356938,5.354801,1.4665611,IR
0.94798774,-0.9999993,-1.4551915e-10,0.20274663,0.20274663,-0.025618058,3.9454646,4.9322367,1.4460921,IR
0.99999934,-0.9764989,-9.604264e-10,0.19435902,0.19435902,0.1197734,4.7213306,5.1450877,1.4737879,IR
0.9999993,-0.9557642,-1.0186341e-09,0.19425362,0.19425362,-0.0845657,4.4192824,5.147879,1.4574615,IR
0.9999994,-0.8957663,4.656613e-10,0.19392122,0.19392122,-0.30911902,4.0318384,5.1567035,1.4612514,IR
0.99999934,-0.9049448,9.604264e-10,0.19164859,0.19164859,0.23377489,4.6450167,5.217853,1.4768889,IR
0.99999934,-0.89721435,-1.3533281e-09,0.18301159,0.18301159,0.07845637,5.02382,5.4641013,1.4706417,IR
0.9999992,-0.8967391,-4.3655746e-10,0.20967956,0.20967956,-0.045024183,3.9627185,4.7691555,1.4535905,IR
0.9999994,-0.80846196,1.7462298e-10,0.1818465,0.1818465,-0.19635919,4.030567,5.49911,1.477134,IR
0.92331165,-0.9999993,-1.3969839e-09,0.2075788,0.2075788,-0.034810346,4.103755,4.817421,1.4552923,IR
0.99999934,-0.97792536,7.2759576e-10,0.19566083,0.19566083,0.046111617,4.4156756,5.1108556,1.4627542,IR
0.931471,-0.9999993,-2.0372681e-10,0.20077424,0.20077424,-0.27602166,4.684428,4.9806905,1.4830569,IR
0.9999993,-0.9463114,4.656613e-10,0.20185125,0.20185125,-0.14593862,3.7167711,4.9541154,1.4443021,IR
0.90654856,-0.9999993,-7.1304385e-10,0.19989869,0.19989869,-0.0067816554,4.5223513,5.0025053,1.4755284,IR
0.99686414,-0.9999993,-8.440111e-10,0.2062625,0.2062625,0.076079234,4.0594563,4.848164,1.4554979,IR
0.99999934,-0.9220092,2.3283064e-10,0.20401701,0.20401701,-0.19866961,4.302345,4.901525,1.4903121,IR
0.99145466,-0.99999934,1.2223609e-09,0.18983828,0.18983828,-0.12264951,3.9844284,5.2676105,1.444479,IR
0.9999993,-0.90887034,3.4924597e-10,0.2029953,0.2029953,0.06577393,4.391542,4.9261947,1.4783618,IR
0.99999934,-0.95576817,1.2223609e-09,0.19673757,0.19673757,0.12741865,4.4235473,5.082884,1.4620942,IR
0.99999934,-0.9688693,-1.4551915e-09,0.20578268,0.20578268,-0.3332669,4.51612,4.8594685,1.4856942,IR
0.99999934,-0.8532405,6.9849193e-10,0.1862312,0.1862312,-0.14149076,3.7413192,5.3696375,1.4426879,IR
0.9573669,-0.99999934,2.2700988e-09,0.20698695,0.20698695,-0.010394237,4.1187153,4.831196,1.4805216,IR
0.931512,-0.99999934,-1.7462298e-09,0.18273778,0.18273778,-0.1157557,5.2492046,5.4722886,1.4701139,IR
0.87056226,-0.99999934,-1.0477379e-09,0.20159958,0.20159958,-0.40450138,4.1479993,4.9603,1.4864022,IR
0.9999993,-0.9646467,-1.0477379e-09,0.19510499,0.19510499,-0.082826905,3.4430442,5.125416,1.42833,IR
0.99999934,-0.8787772,2.1827873e-10,0.19393544,0.19393544,0.14418352,4.3746843,5.1563253,1.5034174,IR
0.93900967,-0.99999934,1.4551915e-09,0.19021578,0.19021578,-0.016163934,3.9715495,5.2571564,1.4392138,IR
0.99999934,-0.93229216,1.3387762e-09,0.19147116,0.19147116,-0.28895935,5.2164297,5.222688,1.4858359,IR
